ID,RefID,alias,Catogory,Param1,Param2,Param3,Param4,Param5,Param6,Param7,Param8,Param9,Param10,Param11,Param12,Param13,Hour,Minute,Param14,Param15,Param16,Param17,Param18,Data,Comments,Subject Number,Check
A3954052,680,56649119,241,,,POINT,29320,,Data1,Data6,,1,Data4,1017,,H,UNSPECIFIED,,,m/s,,,,four,Data2,Test Data 47,38
A7429266,557,39558245,36,,,POINT,639110,,Data5,Data1,,1,Data2,4225,,,UNSPECIFIED,,,m/s,,,,,Data6,Test Data 54,4
A7124205,9,30481696,124,,,POINT,243046,,Data1,Data2,,,Data8,7247,,H,UNSPECIFIED,,,m/s,,,,,Data1,Test Data 52,69
A6967167,351,79938496,78,,,POINT,193279,,Data3,Data2,CYCLE,1,Data9,8720,,,6001,,,m/s,,,,zero,Data2,Test Data 16,21
A2109055,20,22308926,203,,,POINT,575067,,Data1,Data9,,1,Data4,8889,,H,UNSPECIFIED,,,m/s,,,,three,Data9,Test Data 93,88
A2166078,718,29548732,125,,,POINT,474903,,Data5,Data9,,1,Data9,2112,,H,,,,m/s,,,,seven,Data1,Test Data 83,14
A8446921,217,23596456,20,,,POINT,821452,,Data4,Data5,CYCLE,1,Data3,8867,,H,6001,,,m/s,,,,seven,Data2,Test Data 64,79
A1435302,489,57523162,161,,,POINT,639500,,Data1,Data8,,,Data3,1897,,,6001,,,m/s,,,,,Data6,Test Data 79,44
A3596273,483,2110117,98,,,POINT,430822,,Data2,Data6,,,Data5,5918,,,,,,m/s,,,,seven,Data9,Test Data 33,19
A2074985,822,32238502,244,,,POINT,398954,,Data4,Data3,,1,Data2,8942,,,0,,,m/s,,,,seven,Data9,Test Data 31,24
A3345742,790,42845429,57,,,POINT,898501,,Data8,Data2,,,Data3,297,,,0,,,m/s,,,,three,Data5,Test Data 16,87
A8840098,196,29011065,21,,,POINT,173283,,Data3,Data5,CYCLE,1,Data7,625,,,,,,m/s,,,,zero,Data3,Test Data 53,24
A7826138,265,18728561,46,,,POINT,778944,,Data9,Data5,CYCLE,1,Data6,5456,,H,UNSPECIFIED,,,m/s,,,,,Data6,Test Data 11,30
A1898996,756,72813701,240,,,POINT,502241,,Data2,Data4,,,Data7,2722,,H,9001,,,m/s,,,,two,Data4,Test Data 61,66
A8215733,70,56712085,73,,,POINT,763825,,Data6,Data2,CYCLE,,Data2,1245,,H,9001,,,m/s,,,,two,Data4,Test Data 14,47
A9984909,515,36118736,12,,,POINT,43514,,Data7,Data8,,1,Data3,772,,,9001,,,m/s,,,,,Data3,Test Data 72,69
A5607832,425,17200487,2,,,POINT,207363,,Data4,Data5,CYCLE,,Data3,8610,,H,9001,,,m/s,,,,,Data6,Test Data 61,95
A7706658,377,87242389,92,,,POINT,556301,,Data3,Data1,,1,Data6,888,,,,,,m/s,,,,,Data3,Test Data 0,44
A9887396,403,85753010,33,,,POINT,161099,,Data9,Data4,,1,Data5,278,,,,,,m/s,,,,one,Data7,Test Data 43,5
A6932122,445,38402603,169,,,POINT,836484,,Data3,Data7,CYCLE,1,Data6,1957,,H,0,,,m/s,,,,four,Data4,Test Data 88,1
A4288395,223,25344814,74,,,POINT,69143,,Data2,Data3,,,Data7,7678,,H,,,,m/s,,,,four,Data7,Test Data 83,23
A3899569,416,38757018,226,,,POINT,170094,,Data6,Data5,,1,Data6,1938,,,,,,m/s,,,,,Data4,Test Data 5,10
A1890229,407,60284639,238,,,POINT,883411,,Data1,Data1,,1,Data7,8550,,,,,,m/s,,,,,Data4,Test Data 65,25
A8571409,38,85615500,157,,,POINT,860362,,Data4,Data5,,,Data9,56,,H,9001,,,m/s,,,,,Data1,Test Data 9,8
A1786613,280,93798476,227,,,POINT,208678,,Data1,Data6,,,Data6,1426,,,9001,,,m/s,,,,,Data1,Test Data 77,8
A4779636,910,60099448,142,,,POINT,228073,,Data9,Data1,,1,Data7,8248,,,6001,,,m/s,,,,seven,Data1,Test Data 75,23
A6957959,614,30784014,92,,,POINT,123515,,Data2,Data8,,1,Data5,399,,H,UNSPECIFIED,,,m/s,,,,zero,Data6,Test Data 18,37
A4135326,550,22814206,48,,,POINT,236039,,Data7,Data5,,1,Data6,5512,,,9001,,,m/s,,,,,Data5,Test Data 16,93
A6331383,962,59965466,218,,,POINT,454798,,Data2,Data2,,,Data2,7857,,,,,,m/s,,,,,Data4,Test Data 17,81
A8701001,735,18603511,129,,,POINT,113103,,Data3,Data3,,1,Data5,4548,,,6001,,,m/s,,,,zero,Data9,Test Data 3,5
A2036330,203,40920867,41,,,POINT,861586,,Data1,Data3,CYCLE,,Data8,3140,,H,,,,m/s,,,,two,Data4,Test Data 78,58
A1349992,268,98692634,5,,,POINT,926629,,Data8,Data9,CYCLE,1,Data3,4844,,,6001,,,m/s,,,,,Data5,Test Data 48,20
A7666340,449,14827202,59,,,POINT,919243,,Data9,Data3,CYCLE,,Data3,8728,,,9001,,,m/s,,,,four,Data1,Test Data 38,42
A7025777,503,14507170,120,,,POINT,591414,,Data3,Data7,CYCLE,,Data5,1658,,,,,,m/s,,,,seven,Data6,Test Data 52,83
A7290393,49,67422871,193,,,POINT,457291,,Data5,Data2,,1,Data3,502,,H,9001,,,m/s,,,,,Data8,Test Data 71,8
A6268891,451,3623184,207,,,POINT,341915,,Data8,Data8,CYCLE,,Data2,4949,,H,0,,,m/s,,,,,Data6,Test Data 39,69
A8322992,441,46789603,134,,,POINT,742051,,Data1,Data3,CYCLE,1,Data1,9342,,,9001,,,m/s,,,,one,Data5,Test Data 19,3
A744139,984,2469632,233,,,POINT,173980,,Data6,Data5,,1,Data9,9246,,H,UNSPECIFIED,,,m/s,,,,four,Data2,Test Data 32,40
A2502688,711,80098774,167,,,POINT,506793,,Data1,Data5,CYCLE,1,Data3,6324,,,0,,,m/s,,,,three,Data4,Test Data 62,16
A2797187,82,7458601,52,,,POINT,424033,,Data2,Data2,CYCLE,1,Data2,7570,,H,UNSPECIFIED,,,m/s,,,,seven,Data5,Test Data 20,7
A2594744,836,38402576,9,,,POINT,975046,,Data7,Data5,,,Data6,5582,,H,UNSPECIFIED,,,m/s,,,,,Data4,Test Data 68,51
A4422669,272,25327018,31,,,POINT,110837,,Data3,Data5,,,Data7,3660,,H,0,,,m/s,,,,six,Data2,Test Data 80,80
A6214169,439,76010915,104,,,POINT,861521,,Data2,Data2,,,Data3,3966,,H,6001,,,m/s,,,,six,Data4,Test Data 47,13
A9210939,226,95039527,215,,,POINT,623205,,Data9,Data3,CYCLE,1,Data8,9709,,H,,,,m/s,,,,four,Data5,Test Data 66,11
A530333,551,50849937,120,,,POINT,728243,,Data7,Data5,CYCLE,,Data9,2921,,H,UNSPECIFIED,,,m/s,,,,two,Data8,Test Data 32,84
A7554963,291,88697469,101,,,POINT,106056,,Data7,Data3,CYCLE,1,Data4,7928,,H,0,,,m/s,,,,three,Data2,Test Data 51,94
A449317,984,97770015,112,,,POINT,978574,,Data8,Data4,,,Data8,3510,,H,UNSPECIFIED,,,m/s,,,,four,Data8,Test Data 6,84
A8144289,374,13728507,206,,,POINT,755304,,Data1,Data7,,1,Data6,1969,,,UNSPECIFIED,,,m/s,,,,seven,Data2,Test Data 68,76
A7736209,526,56781470,188,,,POINT,527785,,Data2,Data2,CYCLE,,Data8,9395,,,6001,,,m/s,,,,five,Data7,Test Data 29,82
A3355980,932,56992820,222,,,POINT,698342,,Data1,Data8,CYCLE,,Data5,2537,,,,,,m/s,,,,one,Data1,Test Data 26,42
A835406,911,95368719,63,,,POINT,780209,,Data5,Data5,,,Data8,7999,,,,,,m/s,,,,zero,Data7,Test Data 1,23
A6006334,435,55059632,192,,,POINT,262947,,Data2,Data2,,,Data1,6757,,,,,,m/s,,,,,Data4,Test Data 65,24
A3622873,401,71865585,229,,,POINT,612620,,Data2,Data2,CYCLE,1,Data3,1277,,,UNSPECIFIED,,,m/s,,,,one,Data5,Test Data 38,3
A9595962,914,46187548,116,,,POINT,855340,,Data7,Data7,,1,Data2,7506,,,6001,,,m/s,,,,,Data2,Test Data 5,90
A9987481,340,83242030,32,,,POINT,830119,,Data8,Data9,,,Data3,3781,,,6001,,,m/s,,,,,Data9,Test Data 19,4
A3094205,152,22427886,229,,,POINT,915759,,Data6,Data6,CYCLE,1,Data1,5171,,H,,,,m/s,,,,four,Data5,Test Data 7,34
A8316629,538,41443723,237,,,POINT,837716,,Data3,Data1,,1,Data7,1482,,H,,,,m/s,,,,six,Data9,Test Data 0,82
A3555175,675,78160851,129,,,POINT,424034,,Data8,Data3,,,Data4,2988,,H,,,,m/s,,,,seven,Data5,Test Data 28,10
A3688977,99,45832020,167,,,POINT,400164,,Data9,Data2,CYCLE,1,Data5,9857,,,,,,m/s,,,,two,Data3,Test Data 90,69
A6345815,174,33799162,231,,,POINT,948461,,Data5,Data3,CYCLE,,Data5,7500,,H,9001,,,m/s,,,,,Data8,Test Data 46,60
A8275450,916,49552997,199,,,POINT,660511,,Data7,Data2,,1,Data6,5453,,,,,,m/s,,,,two,Data6,Test Data 75,70
A4646388,572,77130816,80,,,POINT,887755,,Data5,Data1,,1,Data8,863,,H,UNSPECIFIED,,,m/s,,,,four,Data8,Test Data 3,22
A7277447,687,25613538,64,,,POINT,184752,,Data8,Data5,CYCLE,,Data8,7323,,H,0,,,m/s,,,,six,Data6,Test Data 85,26
A8123598,673,30852098,88,,,POINT,20827,,Data9,Data6,CYCLE,,Data9,7247,,,0,,,m/s,,,,six,Data4,Test Data 95,72
A4945075,606,65319790,20,,,POINT,574227,,Data9,Data4,CYCLE,1,Data9,2244,,,UNSPECIFIED,,,m/s,,,,,Data9,Test Data 70,61
A2810469,599,90609585,181,,,POINT,322553,,Data2,Data5,CYCLE,1,Data9,6127,,,6001,,,m/s,,,,two,Data8,Test Data 59,3
A1359875,408,82927777,15,,,POINT,248338,,Data1,Data9,,1,Data3,7139,,H,,,,m/s,,,,,Data3,Test Data 1,56
A1347535,572,62556321,12,,,POINT,748366,,Data6,Data1,,1,Data6,1764,,,9001,,,m/s,,,,,Data7,Test Data 25,21
A7761884,181,86282740,235,,,POINT,421779,,Data7,Data8,,1,Data5,5790,,H,,,,m/s,,,,,Data7,Test Data 56,99
A5279991,875,29705132,247,,,POINT,800377,,Data8,Data1,,1,Data5,5453,,H,,,,m/s,,,,seven,Data9,Test Data 76,72
A3918069,598,23444640,42,,,POINT,150985,,Data4,Data1,CYCLE,1,Data7,2698,,,,,,m/s,,,,,Data3,Test Data 2,86
A8283698,857,6458565,173,,,POINT,373930,,Data3,Data2,,,Data1,3540,,,,,,m/s,,,,,Data9,Test Data 23,44
A7163066,541,54185408,131,,,POINT,140868,,Data7,Data8,,,Data6,4899,,,0,,,m/s,,,,,Data3,Test Data 96,42
A2985445,151,73831827,41,,,POINT,674435,,Data5,Data5,,1,Data3,8045,,H,,,,m/s,,,,,Data9,Test Data 22,41
A9442340,347,91043519,50,,,POINT,141526,,Data9,Data7,CYCLE,1,Data9,228,,,,,,m/s,,,,one,Data8,Test Data 80,7
A1471859,735,51849514,216,,,POINT,601638,,Data2,Data6,,1,Data2,8089,,H,6001,,,m/s,,,,five,Data7,Test Data 10,81
A5065612,216,84749929,151,,,POINT,367591,,Data8,Data9,,1,Data7,5550,,,UNSPECIFIED,,,m/s,,,,,Data9,Test Data 26,69
A5585748,262,21335332,148,,,POINT,540815,,Data1,Data6,,1,Data6,5817,,,0,,,m/s,,,,seven,Data2,Test Data 14,3
A6434034,213,78491258,19,,,POINT,985334,,Data6,Data6,,1,Data3,9409,,,6001,,,m/s,,,,,Data1,Test Data 28,9
A7739078,249,1859182,15,,,POINT,553675,,Data9,Data3,,1,Data7,263,,H,UNSPECIFIED,,,m/s,,,,three,Data8,Test Data 52,57
A6750558,564,14850159,87,,,POINT,130081,,Data3,Data6,,1,Data3,2138,,H,0,,,m/s,,,,one,Data6,Test Data 80,43
A4066764,324,30218691,206,,,POINT,433459,,Data5,Data8,,,Data8,3116,,,,,,m/s,,,,,Data9,Test Data 85,16
A509657,241,1484023,136,,,POINT,199497,,Data1,Data5,CYCLE,,Data5,6180,,,,,,m/s,,,,seven,Data8,Test Data 43,10
A4060957,421,62293133,247,,,POINT,38452,,Data4,Data7,CYCLE,1,Data8,7654,,,6001,,,m/s,,,,,Data9,Test Data 75,71
A4978717,625,55046126,6,,,POINT,629458,,Data8,Data2,,1,Data1,1395,,H,,,,m/s,,,,five,Data5,Test Data 95,11
A1034411,719,7469247,165,,,POINT,913945,,Data7,Data1,CYCLE,,Data2,6276,,,,,,m/s,,,,five,Data8,Test Data 5,38
A517390,120,20205884,171,,,POINT,892615,,Data6,Data1,CYCLE,,Data9,3289,,H,9001,,,m/s,,,,four,Data6,Test Data 24,6
A2293782,561,10211034,106,,,POINT,3366,,Data1,Data1,,1,Data3,3832,,H,6001,,,m/s,,,,four,Data3,Test Data 91,89
A3437388,593,71280424,117,,,POINT,306,,Data9,Data3,,1,Data9,3597,,H,6001,,,m/s,,,,,Data5,Test Data 9,3
A7428055,942,84991566,141,,,POINT,743047,,Data7,Data1,CYCLE,1,Data3,5727,,,9001,,,m/s,,,,two,Data1,Test Data 28,5
A8702951,549,51147615,181,,,POINT,671754,,Data6,Data5,CYCLE,1,Data9,534,,,,,,m/s,,,,,Data8,Test Data 47,74
A6059055,112,80778609,164,,,POINT,933671,,Data1,Data9,CYCLE,1,Data5,5391,,,0,,,m/s,,,,one,Data1,Test Data 44,98
A8208912,421,79548531,40,,,POINT,682858,,Data8,Data1,,1,Data7,6486,,,9001,,,m/s,,,,four,Data8,Test Data 11,35
A9361275,437,36843819,186,,,POINT,11920,,Data6,Data4,CYCLE,,Data5,7783,,,9001,,,m/s,,,,six,Data4,Test Data 89,22
A970510,508,92061214,209,,,POINT,335693,,Data2,Data7,,1,Data8,692,,,UNSPECIFIED,,,m/s,,,,five,Data3,Test Data 91,56
A2928553,187,85976430,209,,,POINT,676201,,Data8,Data1,,,Data9,5275,,H,,,,m/s,,,,,Data2,Test Data 46,39
A4733326,142,72288791,223,,,POINT,908337,,Data7,Data8,CYCLE,1,Data6,9737,,,6001,,,m/s,,,,seven,Data1,Test Data 81,92
A613718,799,9588682,92,,,POINT,271061,,Data2,Data8,,1,Data9,3820,,H,UNSPECIFIED,,,m/s,,,,,Data4,Test Data 71,25
A3805422,308,80219292,43,,,POINT,744970,,Data5,Data5,CYCLE,,Data8,2443,,,6001,,,m/s,,,,two,Data3,Test Data 83,65
A1953158,240,51821348,223,,,POINT,800523,,Data4,Data7,CYCLE,,Data1,9048,,,6001,,,m/s,,,,six,Data2,Test Data 1,87
A1643236,697,88919441,184,,,POINT,86928,,Data5,Data4,CYCLE,,Data3,7998,,,,,,m/s,,,,one,Data9,Test Data 58,51
A45388,858,9157902,47,,,POINT,588993,,Data3,Data8,CYCLE,1,Data9,9770,,H,6001,,,m/s,,,,zero,Data1,Test Data 97,8
A9942732,134,32395550,181,,,POINT,200380,,Data9,Data8,,,Data2,2003,,H,0,,,m/s,,,,six,Data5,Test Data 30,25
A50246,358,82828888,47,,,POINT,962087,,Data4,Data4,CYCLE,1,Data3,8317,,,,,,m/s,,,,four,Data1,Test Data 15,85
A1235163,713,95802884,19,,,POINT,330796,,Data2,Data6,,,Data1,6109,,H,0,,,m/s,,,,,Data1,Test Data 5,13
A3723027,534,86338919,213,,,POINT,134153,,Data8,Data7,,,Data8,5968,,H,UNSPECIFIED,,,m/s,,,,,Data7,Test Data 51,6
A7184550,284,96273126,209,,,POINT,369627,,Data2,Data6,,1,Data3,3493,,,9001,,,m/s,,,,four,Data9,Test Data 0,19
A6619330,150,15576465,236,,,POINT,881272,,Data5,Data4,CYCLE,1,Data1,6328,,,,,,m/s,,,,three,Data1,Test Data 98,86
A8110632,553,36536921,106,,,POINT,950685,,Data7,Data9,,1,Data9,7703,,H,9001,,,m/s,,,,seven,Data7,Test Data 6,30
A3932951,997,3037270,175,,,POINT,646369,,Data5,Data6,,1,Data3,5373,,H,,,,m/s,,,,two,Data7,Test Data 93,16
A407678,690,79741641,2,,,POINT,774101,,Data6,Data9,CYCLE,,Data7,9573,,,UNSPECIFIED,,,m/s,,,,,Data2,Test Data 87,28
A2573882,698,90130235,79,,,POINT,763312,,Data7,Data4,CYCLE,1,Data8,8573,,H,,,,m/s,,,,zero,Data8,Test Data 89,21
A7769052,390,56891526,72,,,POINT,582294,,Data5,Data7,,1,Data1,9056,,,,,,m/s,,,,six,Data2,Test Data 17,84
A861512,4,94289694,97,,,POINT,997552,,Data6,Data7,,,Data1,2007,,,6001,,,m/s,,,,three,Data2,Test Data 41,28
A1372001,888,4276002,92,,,POINT,498792,,Data5,Data3,,,Data3,3237,,,9001,,,m/s,,,,,Data7,Test Data 15,78
A9114245,449,50962463,166,,,POINT,771138,,Data3,Data6,,1,Data2,6374,,,,,,m/s,,,,zero,Data8,Test Data 85,33
A8566384,33,90515897,217,,,POINT,724481,,Data1,Data9,,,Data1,8765,,,0,,,m/s,,,,six,Data9,Test Data 74,27
A1940049,984,73362380,105,,,POINT,732966,,Data2,Data5,,1,Data1,9006,,H,6001,,,m/s,,,,four,Data1,Test Data 15,78
A3925203,421,19145039,11,,,POINT,169525,,Data6,Data3,,1,Data7,5624,,H,0,,,m/s,,,,three,Data7,Test Data 46,51
A377193,81,73366655,164,,,POINT,315772,,Data5,Data3,CYCLE,,Data9,4289,,,UNSPECIFIED,,,m/s,,,,five,Data8,Test Data 16,87
A888047,922,68629680,231,,,POINT,575834,,Data8,Data3,,,Data7,1332,,H,,,,m/s,,,,one,Data3,Test Data 21,40
A2933524,321,42991981,117,,,POINT,264929,,Data6,Data6,,,Data6,289,,,,,,m/s,,,,seven,Data7,Test Data 32,28
A6760486,140,38855622,198,,,POINT,864171,,Data3,Data4,CYCLE,1,Data7,4243,,H,9001,,,m/s,,,,seven,Data7,Test Data 94,4
A709898,996,91588636,41,,,POINT,805278,,Data8,Data9,,1,Data8,212,,H,9001,,,m/s,,,,two,Data6,Test Data 53,70
A3717949,526,64774400,210,,,POINT,443084,,Data3,Data5,CYCLE,,Data6,6557,,,0,,,m/s,,,,zero,Data1,Test Data 97,87
A640520,554,42298519,149,,,POINT,370772,,Data4,Data5,,1,Data4,5583,,,6001,,,m/s,,,,one,Data4,Test Data 87,84
A5828529,634,95495828,83,,,POINT,380471,,Data6,Data2,,,Data6,7608,,H,UNSPECIFIED,,,m/s,,,,six,Data2,Test Data 9,8
A3022289,595,78743314,57,,,POINT,510788,,Data9,Data2,,,Data7,2078,,,0,,,m/s,,,,,Data8,Test Data 84,84
A3857019,489,96460604,228,,,POINT,533857,,Data4,Data7,,1,Data9,2676,,,UNSPECIFIED,,,m/s,,,,four,Data8,Test Data 53,3
