ID,RefID,alias,Catogory,Param1,Param2,Param3,Param4,Param5,Param6,Param7,Param8,Param9,Param10,Param11,Param12,Param13,Hour,Minute,Param14,Param15,Param16,Param17,Param18,Data,Comments,Subject Number,Check
A4861437,548,9601573,13,,,POINT,478498,,Data6,Data4,,,Data1,5947,,,,,,m/s,,,,seven,Data6,Test Data 29,3
A2236778,267,54706697,203,,,POINT,705167,,Data3,Data4,CYCLE,1,Data2,1619,,H,6001,,,m/s,,,,two,Data8,Test Data 70,48
A4499764,572,82807092,202,,,POINT,834186,,Data8,Data4,CYCLE,1,Data6,608,,,9001,,,m/s,,,,,Data5,Test Data 35,4
A2724906,580,58058222,168,,,POINT,977001,,Data6,Data9,,,Data9,438,,H,6001,,,m/s,,,,seven,Data7,Test Data 35,19
A3186028,70,23325488,9,,,POINT,743569,,Data9,Data1,CYCLE,,Data2,2656,,H,UNSPECIFIED,,,m/s,,,,,Data1,Test Data 32,38
A8816272,794,16157557,233,,,POINT,837916,,Data6,Data1,,1,Data4,8388,,,,,,m/s,,,,,Data7,Test Data 91,72
A3328060,85,19266220,165,,,POINT,760704,,Data8,Data9,,,Data9,8880,,H,0,,,m/s,,,,seven,Data4,Test Data 8,92
A2632456,677,93915212,12,,,POINT,452231,,Data1,Data7,,,Data7,2041,,H,0,,,m/s,,,,zero,Data3,Test Data 27,39
A1255653,179,34167575,179,,,POINT,434032,,Data7,Data3,CYCLE,1,Data1,3033,,,,,,m/s,,,,seven,Data6,Test Data 49,19
A9581587,111,33085230,97,,,POINT,148743,,Data3,Data6,,,Data9,435,,,UNSPECIFIED,,,m/s,,,,,Data7,Test Data 37,28
A1452261,727,57681660,72,,,POINT,550327,,Data2,Data2,CYCLE,1,Data1,4364,,H,6001,,,m/s,,,,one,Data6,Test Data 58,48
A1827669,791,15648031,94,,,POINT,562938,,Data8,Data6,CYCLE,,Data3,8609,,H,,,,m/s,,,,six,Data3,Test Data 27,3
A6545269,415,34517993,8,,,POINT,801744,,Data5,Data7,,1,Data9,116,,,UNSPECIFIED,,,m/s,,,,,Data3,Test Data 3,34
A775557,385,88212424,247,,,POINT,357265,,Data9,Data2,,,Data2,3517,,H,0,,,m/s,,,,seven,Data6,Test Data 35,42
A9291831,544,47903933,4,,,POINT,675477,,Data7,Data4,CYCLE,1,Data6,9054,,H,,,,m/s,,,,,Data5,Test Data 66,25
A204059,228,84525599,33,,,POINT,731507,,Data7,Data4,CYCLE,,Data2,1651,,H,6001,,,m/s,,,,,Data7,Test Data 82,7
A5051743,510,64617995,168,,,POINT,76765,,Data4,Data7,CYCLE,1,Data5,8173,,,,,,m/s,,,,,Data6,Test Data 80,66
A2020419,841,91964,108,,,POINT,933695,,Data7,Data7,CYCLE,,Data1,1214,,H,9001,,,m/s,,,,five,Data6,Test Data 56,45
A3165342,832,58801010,8,,,POINT,388513,,Data9,Data1,,,Data3,9779,,,,,,m/s,,,,one,Data3,Test Data 95,54
A3248553,881,41583248,212,,,POINT,172123,,Data8,Data1,,1,Data4,7765,,,,,,m/s,,,,,Data7,Test Data 10,13
A877530,930,6384088,246,,,POINT,263802,,Data5,Data4,,,Data5,5772,,,,,,m/s,,,,,Data8,Test Data 6,25
A7417592,848,42459983,50,,,POINT,350835,,Data2,Data6,CYCLE,,Data7,3957,,,6001,,,m/s,,,,seven,Data5,Test Data 7,10
A2104926,905,13695593,83,,,POINT,373506,,Data9,Data4,CYCLE,1,Data6,7219,,,0,,,m/s,,,,three,Data8,Test Data 58,17
A8855998,475,66155753,100,,,POINT,115017,,Data9,Data5,,,Data7,7772,,,9001,,,m/s,,,,zero,Data2,Test Data 13,67
A934354,381,97725382,141,,,POINT,855904,,Data4,Data9,CYCLE,1,Data7,5742,,H,6001,,,m/s,,,,seven,Data1,Test Data 82,73
A924774,317,18573542,213,,,POINT,164142,,Data9,Data2,,,Data6,3321,,,6001,,,m/s,,,,four,Data5,Test Data 19,9
A6320075,150,82388568,14,,,POINT,201469,,Data1,Data3,CYCLE,,Data6,185,,H,,,,m/s,,,,zero,Data6,Test Data 90,19
A4130529,41,23895398,1,,,POINT,939452,,Data8,Data7,,1,Data1,1972,,H,,,,m/s,,,,one,Data1,Test Data 9,66
A879615,543,97082769,6,,,POINT,333705,,Data2,Data5,,,Data6,1697,,H,,,,m/s,,,,three,Data9,Test Data 85,13
A7410885,311,28980365,90,,,POINT,824692,,Data1,Data2,,,Data3,6401,,,UNSPECIFIED,,,m/s,,,,seven,Data3,Test Data 67,25
A4489401,23,68492499,107,,,POINT,97255,,Data9,Data2,CYCLE,,Data7,4385,,H,,,,m/s,,,,one,Data6,Test Data 55,20
A8022334,862,56647347,209,,,POINT,877743,,Data6,Data5,,1,Data3,4552,,,,,,m/s,,,,one,Data3,Test Data 83,99
A9156704,544,79980208,5,,,POINT,311917,,Data7,Data8,,,Data4,9988,,,6001,,,m/s,,,,,Data7,Test Data 70,58
A5101654,268,76785539,203,,,POINT,130945,,Data7,Data7,CYCLE,1,Data7,7829,,H,,,,m/s,,,,one,Data9,Test Data 64,67
A3217972,635,78149557,93,,,POINT,108472,,Data8,Data3,CYCLE,,Data5,1405,,,6001,,,m/s,,,,four,Data8,Test Data 34,41
