ID,RefID,alias,Catogory,Param1,Param2,Param3,Param4,Param5,Param6,Param7,Param8,Param9,Param10,Param11,Param12,Param13,Hour,Minute,Param14,Param15,Param16,Param17,Param18,Data,Comments,Subject Number,Check
A3663683,867,5833057,240,,,POINT,4171,,Data2,Data7,,1,Data7,5415,,,9001,,,m/s,,,,,Data7,Test Data 68,14
A2039133,563,86314795,40,,,POINT,494551,,Data1,Data8,CYCLE,1,Data4,4669,,H,6001,,,m/s,,,,three,Data6,Test Data 68,25
A7017572,807,50325265,48,,,POINT,773181,,Data7,Data8,,1,Data9,5892,,H,0,,,m/s,,,,,Data5,Test Data 85,41
A2932282,261,83438346,135,,,POINT,991399,,Data2,Data2,,1,Data5,6969,,H,9001,,,m/s,,,,,Data3,Test Data 27,97
A9106341,715,68769450,156,,,POINT,724168,,Data7,Data9,,1,Data7,756,,,,,,m/s,,,,six,Data9,Test Data 93,10
A7461664,236,75795194,63,,,POINT,454751,,Data2,Data3,CYCLE,,Data4,426,,,,,,m/s,,,,zero,Data7,Test Data 70,56
A2398084,434,10618884,205,,,POINT,983363,,Data5,Data7,,1,Data9,8027,,,,,,m/s,,,,three,Data7,Test Data 16,8
A1007656,244,64430120,190,,,POINT,124261,,Data3,Data6,CYCLE,,Data5,7774,,H,,,,m/s,,,,,Data9,Test Data 40,72
A2689156,708,92944613,227,,,POINT,28202,,Data2,Data1,,,Data8,3379,,H,9001,,,m/s,,,,six,Data3,Test Data 97,93
A1317741,708,74482651,142,,,POINT,699127,,Data2,Data4,,1,Data6,4935,,,,,,m/s,,,,,Data7,Test Data 1,23
A9974177,5,13347345,69,,,POINT,902423,,Data6,Data3,CYCLE,,Data8,9962,,H,,,,m/s,,,,six,Data4,Test Data 91,80
A6781611,364,24556664,139,,,POINT,8615,,Data8,Data5,CYCLE,1,Data8,4986,,,,,,m/s,,,,,Data1,Test Data 36,64
A2880759,471,37575592,103,,,POINT,572871,,Data5,Data9,,1,Data5,2245,,H,UNSPECIFIED,,,m/s,,,,,Data8,Test Data 97,6
A7803243,692,59848847,119,,,POINT,324248,,Data1,Data6,CYCLE,,Data7,2829,,,UNSPECIFIED,,,m/s,,,,one,Data5,Test Data 49,48
A5254157,976,89303752,224,,,POINT,865549,,Data1,Data6,CYCLE,,Data8,2672,,,,,,m/s,,,,zero,Data8,Test Data 0,51
A8942373,673,88523565,208,,,POINT,322934,,Data2,Data8,,1,Data5,7523,,H,,,,m/s,,,,five,Data2,Test Data 27,81
A2999880,313,30111678,14,,,POINT,979473,,Data2,Data7,CYCLE,1,Data6,4231,,,0,,,m/s,,,,two,Data1,Test Data 84,91
A2156360,219,60125215,120,,,POINT,834855,,Data9,Data8,CYCLE,,Data8,3835,,H,UNSPECIFIED,,,m/s,,,,,Data5,Test Data 84,94
A4487016,524,42854398,82,,,POINT,974293,,Data9,Data7,CYCLE,1,Data7,506,,H,,,,m/s,,,,six,Data6,Test Data 71,64
A7504026,591,65949824,64,,,POINT,921415,,Data1,Data8,,1,Data2,1123,,,,,,m/s,,,,,Data7,Test Data 65,12
A9742550,160,74027199,130,,,POINT,225189,,Data5,Data4,,,Data3,4253,,,UNSPECIFIED,,,m/s,,,,one,Data1,Test Data 51,78
A4884337,394,18534363,65,,,POINT,208696,,Data2,Data8,,,Data4,7373,,H,6001,,,m/s,,,,,Data6,Test Data 81,68
A2150119,284,49858658,126,,,POINT,344967,,Data6,Data1,,1,Data7,4399,,,,,,m/s,,,,zero,Data2,Test Data 12,70
A9625174,232,58814654,126,,,POINT,738054,,Data3,Data3,,,Data6,5703,,,UNSPECIFIED,,,m/s,,,,,Data6,Test Data 87,14
A6126545,207,99875206,221,,,POINT,870891,,Data6,Data4,,,Data2,8543,,H,,,,m/s,,,,four,Data4,Test Data 25,33
A3484536,73,66636411,17,,,POINT,693920,,Data3,Data2,,,Data3,7185,,H,,,,m/s,,,,,Data3,Test Data 77,15
A8558561,934,79393329,208,,,POINT,713037,,Data3,Data3,,1,Data5,1874,,,UNSPECIFIED,,,m/s,,,,,Data5,Test Data 87,83
A6460685,977,28396213,63,,,POINT,512720,,Data6,Data6,,1,Data4,8108,,,6001,,,m/s,,,,seven,Data5,Test Data 90,56
A513196,339,59361287,52,,,POINT,944666,,Data2,Data2,,1,Data9,4052,,,,,,m/s,,,,six,Data2,Test Data 46,15
A3220354,593,60980593,163,,,POINT,892230,,Data6,Data7,CYCLE,1,Data1,2710,,,UNSPECIFIED,,,m/s,,,,three,Data9,Test Data 19,7
A2476576,199,29031623,65,,,POINT,14501,,Data5,Data6,CYCLE,,Data3,4697,,,,,,m/s,,,,,Data4,Test Data 4,12
A7739174,104,21149413,63,,,POINT,193693,,Data2,Data8,CYCLE,,Data9,5269,,,9001,,,m/s,,,,seven,Data2,Test Data 66,94
A5285181,634,38718529,5,,,POINT,646099,,Data6,Data3,,1,Data8,2483,,H,UNSPECIFIED,,,m/s,,,,six,Data4,Test Data 61,77
A9207662,969,60703872,71,,,POINT,968945,,Data1,Data3,,1,Data8,7325,,H,,,,m/s,,,,seven,Data2,Test Data 1,25
A2205533,902,45193547,105,,,POINT,486485,,Data5,Data2,,,Data2,8347,,H,,,,m/s,,,,,Data5,Test Data 71,30
A1354845,696,85655206,230,,,POINT,904768,,Data8,Data1,,,Data9,8318,,H,,,,m/s,,,,,Data1,Test Data 96,22
A9183806,508,21388627,9,,,POINT,985136,,Data1,Data5,,,Data9,4634,,,UNSPECIFIED,,,m/s,,,,zero,Data6,Test Data 97,25
A5794527,431,2662437,74,,,POINT,238925,,Data9,Data8,CYCLE,1,Data7,6525,,,,,,m/s,,,,,Data5,Test Data 78,61
A825069,900,27876951,36,,,POINT,503903,,Data6,Data8,,1,Data3,6398,,,UNSPECIFIED,,,m/s,,,,two,Data7,Test Data 95,75
A3853222,534,58059275,167,,,POINT,22920,,Data8,Data7,,,Data4,9400,,H,6001,,,m/s,,,,four,Data5,Test Data 65,61
A4825609,82,69986169,138,,,POINT,556282,,Data8,Data4,CYCLE,,Data5,4703,,,,,,m/s,,,,,Data3,Test Data 67,76
A2910440,718,82922039,134,,,POINT,418599,,Data3,Data9,,1,Data6,5120,,H,,,,m/s,,,,,Data7,Test Data 2,77
A9541405,184,34350979,45,,,POINT,36957,,Data8,Data8,CYCLE,1,Data3,4413,,,,,,m/s,,,,six,Data2,Test Data 82,36
A4582557,419,5510291,113,,,POINT,628660,,Data6,Data1,CYCLE,,Data9,5425,,,9001,,,m/s,,,,,Data7,Test Data 66,38
A1284711,75,70150697,111,,,POINT,736125,,Data1,Data3,CYCLE,1,Data3,2437,,H,,,,m/s,,,,zero,Data2,Test Data 49,34
A3948238,758,84709299,155,,,POINT,400335,,Data9,Data8,CYCLE,,Data5,1572,,H,,,,m/s,,,,six,Data7,Test Data 21,73
A1719045,934,87704139,223,,,POINT,822013,,Data2,Data9,,1,Data7,6115,,H,,,,m/s,,,,,Data3,Test Data 54,74
A8022338,756,97594732,19,,,POINT,655687,,Data4,Data1,,1,Data1,3945,,H,,,,m/s,,,,,Data7,Test Data 52,37
A1123222,85,24902509,213,,,POINT,348432,,Data1,Data7,CYCLE,1,Data2,6158,,,9001,,,m/s,,,,,Data9,Test Data 0,98
A2996041,789,71316692,117,,,POINT,113301,,Data5,Data2,CYCLE,1,Data4,3736,,H,6001,,,m/s,,,,seven,Data6,Test Data 33,86
A4901218,108,1702129,134,,,POINT,280493,,Data1,Data2,CYCLE,,Data3,3902,,,6001,,,m/s,,,,,Data9,Test Data 45,62
A4424397,377,82195482,38,,,POINT,335234,,Data2,Data6,,,Data6,8990,,H,UNSPECIFIED,,,m/s,,,,zero,Data9,Test Data 66,3
A5404708,981,2793059,139,,,POINT,508915,,Data6,Data7,CYCLE,1,Data4,8455,,H,,,,m/s,,,,seven,Data4,Test Data 60,7
A3692084,892,47657271,175,,,POINT,46990,,Data2,Data6,,,Data2,7056,,,9001,,,m/s,,,,,Data7,Test Data 79,55
A2078047,326,59327176,52,,,POINT,333008,,Data6,Data1,,1,Data9,2317,,H,UNSPECIFIED,,,m/s,,,,zero,Data1,Test Data 12,92
A3619829,615,55768816,80,,,POINT,550891,,Data4,Data8,CYCLE,,Data6,2933,,,UNSPECIFIED,,,m/s,,,,seven,Data1,Test Data 18,46
A914699,731,19901589,148,,,POINT,766987,,Data2,Data4,,,Data5,293,,H,0,,,m/s,,,,one,Data6,Test Data 20,97
A1430887,202,94094513,27,,,POINT,45490,,Data9,Data3,,1,Data5,3969,,H,,,,m/s,,,,four,Data2,Test Data 68,43
A8908453,501,64136473,183,,,POINT,397875,,Data1,Data8,,1,Data1,4127,,H,UNSPECIFIED,,,m/s,,,,five,Data1,Test Data 84,76
A9171882,215,4839675,29,,,POINT,462046,,Data5,Data9,,,Data7,5520,,,6001,,,m/s,,,,five,Data8,Test Data 3,39
A6786851,535,68615423,215,,,POINT,882771,,Data4,Data1,CYCLE,1,Data7,7546,,H,6001,,,m/s,,,,seven,Data3,Test Data 50,60
A1322870,966,64355334,232,,,POINT,89823,,Data3,Data6,CYCLE,1,Data9,1954,,H,,,,m/s,,,,two,Data6,Test Data 47,28
A5301579,77,25680914,66,,,POINT,91875,,Data6,Data4,,,Data3,9038,,,,,,m/s,,,,,Data1,Test Data 47,66
A2466391,577,82162789,67,,,POINT,552643,,Data7,Data5,,1,Data2,9204,,H,9001,,,m/s,,,,,Data5,Test Data 58,54
A9343167,649,8918327,117,,,POINT,305953,,Data4,Data9,,1,Data5,1971,,,,,,m/s,,,,six,Data4,Test Data 93,80
A9822714,766,25036597,120,,,POINT,37488,,Data3,Data1,CYCLE,1,Data9,4656,,H,6001,,,m/s,,,,zero,Data9,Test Data 68,17
A3633951,165,87373129,22,,,POINT,227841,,Data1,Data9,,,Data8,2740,,H,9001,,,m/s,,,,six,Data2,Test Data 27,3
A7828479,631,11927304,110,,,POINT,562779,,Data6,Data8,,,Data7,4090,,H,0,,,m/s,,,,zero,Data3,Test Data 72,30
A969306,901,22093253,198,,,POINT,779828,,Data1,Data5,CYCLE,,Data2,6234,,H,6001,,,m/s,,,,five,Data7,Test Data 30,56
A2413024,190,86320129,16,,,POINT,811940,,Data2,Data4,,1,Data6,5294,,H,,,,m/s,,,,one,Data7,Test Data 41,48
A106082,577,34950785,61,,,POINT,722623,,Data2,Data1,,,Data5,2241,,H,,,,m/s,,,,,Data9,Test Data 88,11
A5410798,726,81937797,145,,,POINT,576514,,Data4,Data3,CYCLE,1,Data2,2207,,,0,,,m/s,,,,six,Data5,Test Data 34,85
A4130454,575,76077593,164,,,POINT,698762,,Data2,Data9,,1,Data5,9259,,H,,,,m/s,,,,,Data7,Test Data 92,42
A6460920,436,96602982,145,,,POINT,57096,,Data7,Data9,CYCLE,1,Data5,8083,,H,6001,,,m/s,,,,four,Data3,Test Data 71,37
A5482868,564,47506892,234,,,POINT,634885,,Data6,Data1,,,Data9,2891,,H,UNSPECIFIED,,,m/s,,,,seven,Data7,Test Data 91,18
A6082412,12,35386198,243,,,POINT,871175,,Data8,Data6,CYCLE,,Data2,1769,,,UNSPECIFIED,,,m/s,,,,,Data8,Test Data 15,6
A5235186,474,285417,64,,,POINT,131701,,Data7,Data7,,,Data7,4609,,H,,,,m/s,,,,four,Data5,Test Data 12,100
A8450461,439,39858092,111,,,POINT,503716,,Data2,Data8,CYCLE,,Data6,1122,,H,UNSPECIFIED,,,m/s,,,,five,Data6,Test Data 4,14
A5638318,477,26163786,236,,,POINT,757664,,Data1,Data7,,,Data1,9154,,H,,,,m/s,,,,,Data8,Test Data 81,70
