ID,RefID,alias,Catogory,Param1,Param2,Param3,Param4,Param5,Param6,Param7,Param8,Param9,Param10,Param11,Param12,Param13,Hour,Minute,Param14,Param15,Param16,Param17,Param18,Data,Comments,Subject Number,Check
A1808784,409,44512606,140,,,POINT,438962,,Data6,Data1,,1,Data7,9751,,,UNSPECIFIED,,,m/s,,,,two,Data2,Test Data 16,67
A8612804,679,9073014,13,,,POINT,164010,,Data1,Data3,,1,Data8,4550,,H,6001,,,m/s,,,,two,Data9,Test Data 24,71
A202004,858,93291813,178,,,POINT,385092,,Data5,Data1,,,Data6,6684,,H,9001,,,m/s,,,,,Data9,Test Data 79,13
A6485185,982,72075676,28,,,POINT,977758,,Data2,Data3,,1,Data6,9538,,H,,,,m/s,,,,one,Data2,Test Data 66,99
A1769707,617,30451162,39,,,POINT,208080,,Data9,Data5,CYCLE,,Data4,7665,,H,9001,,,m/s,,,,one,Data1,Test Data 18,47
A9330573,548,6541122,163,,,POINT,769827,,Data2,Data9,,,Data3,9109,,,,,,m/s,,,,two,Data7,Test Data 38,30
A458400,985,6084316,133,,,POINT,622221,,Data3,Data9,,,Data5,4512,,H,,,,m/s,,,,two,Data7,Test Data 61,43
A3157476,286,46364822,177,,,POINT,136702,,Data6,Data3,CYCLE,1,Data5,6025,,H,9001,,,m/s,,,,,Data9,Test Data 35,91
A4953601,859,64978643,27,,,POINT,999149,,Data8,Data2,CYCLE,1,Data1,2141,,H,,,,m/s,,,,two,Data7,Test Data 54,14
A5463603,293,23566199,181,,,POINT,293103,,Data7,Data8,,1,Data9,4243,,H,6001,,,m/s,,,,seven,Data9,Test Data 7,74
A6530765,883,64919915,115,,,POINT,911913,,Data4,Data9,,,Data4,3771,,H,UNSPECIFIED,,,m/s,,,,seven,Data8,Test Data 52,33
A683354,701,88656631,228,,,POINT,603131,,Data9,Data7,,,Data5,3947,,H,6001,,,m/s,,,,three,Data8,Test Data 69,55
A2252858,568,37116339,104,,,POINT,366172,,Data8,Data5,CYCLE,,Data3,7470,,H,0,,,m/s,,,,two,Data1,Test Data 69,57
A8516908,992,93317071,219,,,POINT,590613,,Data5,Data4,,1,Data9,4206,,,6001,,,m/s,,,,five,Data8,Test Data 66,26
A1004736,857,4576080,38,,,POINT,225414,,Data4,Data6,,1,Data5,9216,,H,9001,,,m/s,,,,two,Data3,Test Data 21,21
A728885,834,20217807,141,,,POINT,263900,,Data9,Data7,,1,Data3,4959,,H,,,,m/s,,,,five,Data2,Test Data 6,72
A7737562,69,29215742,109,,,POINT,485434,,Data2,Data5,,1,Data3,9489,,,UNSPECIFIED,,,m/s,,,,two,Data8,Test Data 0,31
A4133614,185,12083042,210,,,POINT,919754,,Data2,Data4,,1,Data5,4028,,,,,,m/s,,,,two,Data4,Test Data 51,34
A3727085,858,28962947,209,,,POINT,207700,,Data1,Data5,CYCLE,,Data3,4277,,,6001,,,m/s,,,,one,Data6,Test Data 89,25
A5248060,848,42570942,69,,,POINT,649286,,Data7,Data6,CYCLE,,Data3,6039,,H,9001,,,m/s,,,,,Data4,Test Data 44,52
A3572469,677,96432545,224,,,POINT,145700,,Data9,Data6,,1,Data9,3672,,H,UNSPECIFIED,,,m/s,,,,,Data3,Test Data 27,67
A8767114,881,44493951,70,,,POINT,927797,,Data1,Data1,,1,Data1,2944,,H,6001,,,m/s,,,,two,Data4,Test Data 93,19
A9258963,733,83569833,138,,,POINT,452728,,Data6,Data8,,1,Data5,823,,,,,,m/s,,,,three,Data4,Test Data 87,40
A7657259,750,34224056,204,,,POINT,94956,,Data1,Data8,CYCLE,,Data1,7510,,,,,,m/s,,,,one,Data4,Test Data 64,1
A3455895,733,37628816,107,,,POINT,424265,,Data6,Data6,,,Data3,9354,,H,,,,m/s,,,,,Data1,Test Data 16,46
A8964356,691,46643966,124,,,POINT,549143,,Data7,Data8,,,Data4,9840,,,,,,m/s,,,,zero,Data9,Test Data 72,3
A1651995,917,45020683,243,,,POINT,497461,,Data8,Data9,,,Data2,9789,,,UNSPECIFIED,,,m/s,,,,zero,Data2,Test Data 88,52
A7900781,82,66270065,140,,,POINT,137995,,Data2,Data7,CYCLE,,Data8,5080,,,UNSPECIFIED,,,m/s,,,,,Data1,Test Data 32,73
A610848,826,61458262,124,,,POINT,987601,,Data2,Data8,CYCLE,,Data7,4827,,H,,,,m/s,,,,four,Data9,Test Data 82,54
A52588,265,89853198,26,,,POINT,539750,,Data9,Data2,CYCLE,,Data4,8156,,H,,,,m/s,,,,four,Data7,Test Data 12,21
A6115564,856,41130090,66,,,POINT,334635,,Data5,Data4,,,Data3,6337,,H,6001,,,m/s,,,,two,Data4,Test Data 59,32
A9779528,393,82910687,176,,,POINT,121218,,Data9,Data4,,,Data6,9790,,H,0,,,m/s,,,,one,Data2,Test Data 6,24
A2622867,310,77946484,134,,,POINT,439562,,Data3,Data9,,,Data4,6088,,H,UNSPECIFIED,,,m/s,,,,,Data9,Test Data 15,30
A6963919,893,42134622,156,,,POINT,213673,,Data6,Data9,,,Data7,2273,,H,9001,,,m/s,,,,five,Data6,Test Data 26,51
A7583597,686,31131395,22,,,POINT,794631,,Data2,Data3,,,Data7,7468,,,UNSPECIFIED,,,m/s,,,,,Data2,Test Data 70,38
A7084690,749,25553466,239,,,POINT,673229,,Data8,Data5,,1,Data4,4052,,,0,,,m/s,,,,,Data6,Test Data 98,72
A6918525,118,20235981,244,,,POINT,149834,,Data6,Data2,CYCLE,,Data6,9432,,H,,,,m/s,,,,,Data3,Test Data 92,57
A3245144,565,84294433,238,,,POINT,209203,,Data6,Data6,,,Data7,4929,,,,,,m/s,,,,seven,Data4,Test Data 31,8
A9052499,120,94282870,247,,,POINT,943357,,Data6,Data8,CYCLE,,Data4,8427,,,0,,,m/s,,,,two,Data5,Test Data 66,4
A3979741,743,33088994,203,,,POINT,569025,,Data3,Data7,,1,Data2,2879,,,6001,,,m/s,,,,two,Data6,Test Data 83,80
A7515352,226,77046981,86,,,POINT,810296,,Data6,Data5,,,Data1,4937,,H,,,,m/s,,,,zero,Data1,Test Data 33,11
A7802695,833,48908122,139,,,POINT,766865,,Data5,Data9,CYCLE,1,Data8,1223,,H,6001,,,m/s,,,,four,Data4,Test Data 94,24
A4386242,742,73390914,128,,,POINT,499691,,Data4,Data6,,,Data2,1685,,,,,,m/s,,,,five,Data8,Test Data 79,58
A9984699,416,57883174,133,,,POINT,750144,,Data8,Data6,,1,Data6,4453,,,9001,,,m/s,,,,six,Data9,Test Data 30,32
A3151458,926,8124907,158,,,POINT,536311,,Data5,Data2,CYCLE,1,Data3,9982,,H,9001,,,m/s,,,,seven,Data3,Test Data 14,8
A7474224,665,98580314,138,,,POINT,694284,,Data8,Data7,,,Data5,4380,,H,9001,,,m/s,,,,,Data1,Test Data 55,89
A5751510,894,67602814,241,,,POINT,368508,,Data5,Data3,,,Data4,3556,,H,6001,,,m/s,,,,three,Data5,Test Data 66,71
A3503881,182,4878366,101,,,POINT,52613,,Data9,Data2,,,Data1,9413,,,,,,m/s,,,,six,Data9,Test Data 40,56
A3441892,965,53742528,1,,,POINT,840509,,Data9,Data5,,,Data4,2402,,,9001,,,m/s,,,,one,Data2,Test Data 20,49
A8524857,746,14650700,71,,,POINT,829171,,Data4,Data9,CYCLE,,Data5,5451,,,0,,,m/s,,,,,Data3,Test Data 70,78
A5837147,187,72945371,155,,,POINT,497893,,Data6,Data1,,1,Data4,858,,,9001,,,m/s,,,,,Data9,Test Data 32,63
A5027716,642,50758680,19,,,POINT,689041,,Data5,Data3,CYCLE,1,Data6,2005,,,9001,,,m/s,,,,,Data4,Test Data 72,83
A3956555,449,50495032,124,,,POINT,312348,,Data6,Data6,,,Data1,147,,H,0,,,m/s,,,,,Data4,Test Data 75,8
A3308348,74,12159544,213,,,POINT,349697,,Data7,Data4,,1,Data5,4335,,H,0,,,m/s,,,,six,Data8,Test Data 23,36
A6532693,691,49605467,31,,,POINT,349603,,Data3,Data3,,,Data7,6934,,H,6001,,,m/s,,,,three,Data9,Test Data 7,31
A1457359,454,85438921,10,,,POINT,373356,,Data9,Data2,CYCLE,,Data4,3112,,H,0,,,m/s,,,,,Data5,Test Data 73,11
A5218992,178,87099537,199,,,POINT,267277,,Data2,Data2,CYCLE,,Data7,4918,,H,6001,,,m/s,,,,,Data4,Test Data 41,44
A6710623,510,44185148,247,,,POINT,233122,,Data6,Data7,,,Data9,7225,,H,UNSPECIFIED,,,m/s,,,,one,Data7,Test Data 41,30
A3739888,174,7952393,197,,,POINT,97169,,Data6,Data2,,,Data2,1121,,,9001,,,m/s,,,,zero,Data9,Test Data 10,75
A1059360,562,94866382,10,,,POINT,184330,,Data5,Data1,,1,Data4,6248,,H,,,,m/s,,,,two,Data4,Test Data 77,97
A8225346,928,6314798,80,,,POINT,733069,,Data1,Data6,,,Data8,2472,,H,6001,,,m/s,,,,,Data8,Test Data 86,42
A3965323,556,13153012,164,,,POINT,986404,,Data9,Data6,,1,Data3,9544,,,,,,m/s,,,,two,Data8,Test Data 19,13
A5899661,733,77365400,57,,,POINT,771485,,Data9,Data2,CYCLE,1,Data2,5190,,H,,,,m/s,,,,,Data6,Test Data 95,85
A215846,892,69084556,100,,,POINT,599507,,Data2,Data3,,,Data7,2521,,H,UNSPECIFIED,,,m/s,,,,one,Data6,Test Data 92,19
A9665826,671,84939658,171,,,POINT,75010,,Data3,Data3,CYCLE,1,Data6,5213,,H,6001,,,m/s,,,,,Data8,Test Data 96,81
A3293793,406,63925960,110,,,POINT,91358,,Data2,Data8,,,Data4,4636,,,6001,,,m/s,,,,,Data1,Test Data 93,50
A1522836,100,37766308,86,,,POINT,927774,,Data4,Data5,,,Data6,5339,,,,,,m/s,,,,four,Data4,Test Data 62,49
A988533,623,31732232,20,,,POINT,617569,,Data5,Data5,,,Data2,385,,,6001,,,m/s,,,,zero,Data2,Test Data 9,90
A9624067,393,99156552,82,,,POINT,411438,,Data1,Data2,,1,Data3,3561,,H,UNSPECIFIED,,,m/s,,,,three,Data5,Test Data 95,41
A7272000,470,82639641,235,,,POINT,630180,,Data9,Data2,,1,Data4,1592,,,0,,,m/s,,,,,Data1,Test Data 12,20
A8095646,705,29528194,52,,,POINT,537647,,Data1,Data4,,1,Data2,8959,,,UNSPECIFIED,,,m/s,,,,,Data5,Test Data 52,77
A9435395,712,2271193,154,,,POINT,376515,,Data4,Data6,CYCLE,,Data9,4452,,H,9001,,,m/s,,,,three,Data7,Test Data 5,19
A510886,198,33670682,237,,,POINT,10499,,Data3,Data2,,,Data6,3863,,H,6001,,,m/s,,,,,Data7,Test Data 87,25
A8673007,459,33548886,137,,,POINT,421236,,Data6,Data1,,1,Data8,6307,,H,,,,m/s,,,,five,Data7,Test Data 88,9
A7541024,178,79119149,91,,,POINT,268561,,Data1,Data7,CYCLE,,Data5,2565,,H,UNSPECIFIED,,,m/s,,,,zero,Data1,Test Data 54,20
A4366865,291,55882846,222,,,POINT,74524,,Data4,Data5,,1,Data7,8087,,,UNSPECIFIED,,,m/s,,,,,Data4,Test Data 33,35
A8215355,383,97485673,73,,,POINT,89822,,Data9,Data6,CYCLE,1,Data4,1974,,H,6001,,,m/s,,,,three,Data2,Test Data 9,66
A6134794,362,5510570,247,,,POINT,315584,,Data5,Data3,,1,Data2,2569,,,,,,m/s,,,,four,Data5,Test Data 19,32
A5414869,458,43601118,111,,,POINT,213245,,Data9,Data5,,,Data1,7451,,H,6001,,,m/s,,,,five,Data6,Test Data 93,48
A8552920,658,97852931,158,,,POINT,832332,,Data3,Data7,CYCLE,,Data4,2688,,,0,,,m/s,,,,four,Data2,Test Data 66,44
